Comente,texto_final,sentimento_bert
"Carnaval passado eu passei foi vergonha kkkkkk Com fome,com cede e queria pagar uber pra ir pra casa e nem o cartão passava,nem o pix completava,ai aparecia :carnaval seguro papapá papapá. TA EAI🤷🏽‍♀️Meu dinheiro vai ficar preso e eu dura no carnaval?Não fiz emprestimo com amigos e paguei quase o dobro depois!!!Resultado?Prejuizo!!!Tem q ver tecnicas melhores,privar o nosso dinheiro de nós mesmo ñ pode né?!rs",carnaval passado passei foi vergonha kkkkkk com fomecom cede queria pagar uber pra pra casa nem cartão passavanem pix completavaai aparecia carnaval seguro papapá papapá eaimeu dinheiro vai ficar preso dura carnavalnão fiz emprestimo com amigos paguei quase dobro depoisresultadoprejuizotem ver tecnicas melhoresprivar nosso dinheiro nós mesmo pode nérs,Neutral
@ycaroromao já foi um bom banco! Hoje eu não indico pra mais ninguém!!,ycaroromao foi bom banco hoje não indico pra mais ninguém,Neutral
@su_camilaa eu desisti!! Eles não aumentam!! Encerrei o uso do cartão deles.,su camilaa desisti eles não aumentam encerrei uso cartão deles,Neutral
Difícil pular o carnaval com esse limite @nubank 😂😂😂😂😂 q não muda,difícil pular carnaval com esse limite nubank não muda,Neutral
@nubank são horríveis não responde o direct,nubank são horríveis não responde direct,Negative
@patigatto faz do banco do Brasil,patigatto faz banco brasil,Neutral
@rubens_moraes9175 conseguiu resolver? estou passando pelo mesmo!,rubens moraes9175 conseguiu resolver estou passando pelo mesmo,Neutral
@negra_luzi conseguiu resolver? estou passando pelo mesmo!!,negra luzi conseguiu resolver estou passando pelo mesmo,Neutral
@y4szi sim!!,y4szi sim,Neutral
"@y4szi depois de reclamar por aqui, dois dias depois foi resolvido",y4szi depois reclamar por aqui dois dias depois foi resolvido,Neutral
"@negra_luzi que bom, então! fico feliz!! 
tenho esperanças que vou resolver",negra luzi que bom então fico feliz tenho esperanças que vou resolver,Neutral
@y4szi  sim 🙌🏽,y4szi sim,Neutral
"@y4szi amiga Depois de muito tempo,de ligação todo dia ,sem parar,mais dec15 dias !!!",y4szi amiga depois muito tempode ligação todo dia sem pararmais dec15 dias ,Neutral
@rubens_moraes9175 que absurdo!! mas que bom que vc conseguiu,rubens moraes9175 que absurdo mas que bom que conseguiu,Neutral
@y4szi ligar todos os dia tá,y4szi ligar todos dia,Neutral
🌎🔯☯️♾️✝️☮️⚔️👁️💀🕳️🔥🔥🔥,nan,Neutral
Estão.,estão,Neutral
💜💜💜,nan,Neutral
Tive o cel furtado... tava com tudo isso ativado ... Os malacos conseguiram ativar um tal de pix credito que apesar do nome não entra na regra do pix (que eu nem sabia que existia ) e movimentaram 15 mil na minha conta depois das 23:00. Entrei em contato com a Nubank ela me mandou um grande foda-se. Sem falar que o contato é apenas via um chat safado no app que é atendido por uns bots mais safados ainda.  TOMEM cuidado. Quem tem nubank peçam para revogar qualquer acesso ao pix credito.,tive cel furtado tava com tudo isso ativado  malacos conseguiram ativar tal pix credito que apesar nome não entra regra pix que nem sabia que existia movimentaram mil minha conta depois das 2300 entrei contato com nubank ela mandou grande fodase sem falar que contato apenas via chat safado app que atendido por uns bots mais safados ainda tomem cuidado quem tem nubank peçam para revogar qualquer acesso pix credito,Neutral
Nubank é o capeta ? Incentivando as pessoas cair no mundo da procrastinação ?,nubank capeta incentivando pessoas cair mundo procrastinação,Neutral
,nan,Neutral
Kkkkkk ouça a voz do 👼 anjo. O resto é cilada,kkkkkk ouça voz anjo resto cilada,Neutral
🤣🤣🤣🤣🤣🤣🤣,nan,Neutral
"gente so não leva o celular cara, um cartao de uma conta secundaria, sem credito, com um dinheirinho, o rg e uma garrafa de agua, você sobrevive e aproveita o carnaval.",gente não leva celular cara cartao uma conta secundaria sem credito com dinheirinho uma garrafa agua você sobrevive aproveita carnaval,Neutral
Segurança zero líder em não dar suporte e em golpes sofridos,segurança zero líder não dar suporte golpes sofridos,Neutral
Quem gosta de carnaval é otário,quem gosta carnaval otário,Neutral
Melhor coisa é ouvir Deus melhor companhia é Deus,melhor coisa ouvir deus melhor companhia deus,Neutral
"Carnaval pior festa ,",carnaval pior festa,Neutral
A publicação era sobre o Rio de Janeiro ?,publicação era sobre rio janeiro,Neutral
"@nubank que absurdo! Nunca tive esse problema com vocês, mas de tantos comentários falando sobre outros usuários terem passado por isso, to pensando seriamente em não deixar mais como minha conta principal! Imagina, entrar e o saldo só poder estar disponível 10 dias depois? Que abuso",nubank que absurdo nunca tive esse problema com vocês mas tantos comentários falando sobre outros usuários terem passado por isso pensando seriamente não deixar mais como minha conta principal imagina entrar saldo poder estar disponível dias depois que abuso,Neutral
"@nubank da uma atenção pro meu crédito lá,tô tentando entra em contato com vcs inúmeras vezes",nubank uma atenção pro meu crédito látô tentando entra contato com vcs inúmeras vezes,Neutral
Horrível carnaval.,horrível carnaval,Neutral
"@anavitoria.dmv sim Ana, até hj eu não consegui o valor que estava na minha conta PJ eles mandaram da minha conta pessoal e começaram a dar desculpas do tipo “erro de dados na conta de transferência” sendo que eles haviam feito a da minha pessoa física, e o valor que estava ba jurídica era bem alto e eles estão dando essas desculpas para nao me devolver o valor, já estou agindo judicialmente.",anavitoriadmv sim ana até não consegui valor que estava minha conta eles mandaram minha conta pessoal começaram dar desculpas tipo erro dados conta transferência sendo que eles haviam feito minha pessoa física valor que estava jurídica era bem alto eles estão dando essas desculpas para nao devolver valor estou agindo judicialmente,Neutral
Me desculpe mas isso e um market muito mal feito a nubank não esse banco seguro e sim um banco que cobra tudo que você ...eu usava e desisti porque e um banco .. que só vive de mentiras... Eu deixei de usa - lo porque ele cobra taxa e não dá benefício nenhum e as taxas são muito altas,desculpe mas isso market muito mal feito nubank não esse banco seguro sim banco que cobra tudo que você eu usava desisti porque banco que vive mentiras deixei usa porque ele cobra taxa não benefício nenhum taxas são muito altas,Neutral
"Ele não vai mas já tá todo pronto arrumado para o Carnaval ,a quem ele tá querendo enganar.",ele não vai mas todo pronto arrumado para carnaval quem ele querendo enganar,Neutral
Num vai não hein!!!!,num vai não hein,Neutral
Eu!;+,eu,Neutral
@nubank isso legal isso mas oque adianta que dada coisa vem com taxa altas ... .. vocês são o banco mas ruim que tem até limite de crédito são osas baixo do mercado e a taxas altas demais,nubank isso legal isso mas oque adianta que dada coisa vem com taxa altas  vocês são banco mas ruim que tem até limite crédito são osas baixo mercado taxas altas demais,Neutral
"Se ouvires a voz de Deus, chamando sem cessar, se ouvirez a voz do mundo, querende te enganar, a decisão e sua, a decisão é sua!",ouvires voz deus chamando sem cessar ouvirez voz mundo querende enganar decisão sua decisão sua,Neutral
😅😄🤣,nan,Neutral
"Muito legal o Nubank preocupado com a segurança do dinheiro que tem na nossa conta, mal sabe ele que não tem 5 reais pra proteger",muito legal nubank preocupado com segurança dinheiro que tem nossa conta mal sabe ele que não tem reais pra proteger,Neutral
"@milena_.ofw mas ele não perguntou isso, responda, mandou ou não?",milena ofw mas ele não perguntou isso responda mandou não,Neutral
@su.eluz pelo jeito vc N entendeu né madame?,sueluz pelo jeito entendeu madame,Neutral
"@su.eluz ler direitinho meu comentário, 😉",sueluz ler direitinho meu comentário,Neutral
"@milena_.ofw eu li, querida e continuo perguntando a você, ele mandou mensagem ou não?",milena ofw li querida continuo perguntando você ele mandou mensagem não,Neutral
"@ycaroromao que absurdo, tentou denunciar eles de alguma forma? Isso dá um bom processo viu",ycaroromao que absurdo tentou denunciar eles alguma forma isso bom processo viu,Neutral
Esqueceu de fala do covid,esqueceu fala covid,Neutral
Pessoal que vão festejar por favor USEM MASCARA!!!! não deixem pessoas inocentes pagarem pelo erro de vocês!,pessoal que vão festejar por favor usem mascara não deixem pessoas inocentes pagarem pelo erro vocês,Neutral
O diabo se disfarça de bonito para enganar o burro,diabo disfarça bonito para enganar burro,Neutral
@anavitoria.dmv siiimm meu advogado esta trabalhando nisso,anavitoriadmv siiimm meu advogado esta trabalhando nisso,Neutral
Quero o meu dinheiro @nubank,quero meu dinheiro nubank,Neutral
Nice try Diddy 🤣,nice try diddy,Neutral
@rose.terapeutapodal o diabo é o q da conselho do cartão do nubank...kkk,roseterapeutapodal diabo conselho cartão nubankkkk,Neutral
Num vou prefiro ficar com Deus,num vou prefiro ficar com deus,Neutral
"Hoje todos os dias passamos por isso, a batalha espiritual, de um lado os anjos, do outro lado os demônios.",hoje todos dias passamos por isso batalha espiritual lado anjos outro lado demônios,Neutral
"Muitos vão e não vão voltar pra casa 🏡, essa é a pura verdade.",muitos vão não vão voltar pra casa essa pura verdade,Neutral
Kkkkkkkkkkk,kkkkkkkkkkk,Neutral
Fala agora do vírus que vai se espalhar no carnaval kkk,fala agora vírus que vai espalhar carnaval kkk,Neutral
Tbem achei parecido com Dinho dos mamonas,tbem achei parecido com dinho dos mamonas,Neutral
Não vou mesmo...,não vou mesmo,Neutral
"Agora é o goodvibe, na minha época era o anjo e o demônio",agora goodvibe minha época era anjo demônio,Neutral
E aí só não levar o celular,não levar celular,Neutral
Modo Rua te dá um segurança pro celular não ser roubado? Ent o problema ainda não foi solucionado.,modo rua segurança pro celular não ser roubado ent problema ainda não foi solucionado,Neutral
Prefiro ficar em casa jogando COD,prefiro ficar casa jogando cod,Neutral
Faz 11 anos que não vou. Detesto aglomeração e gente encostando em mim.,faz anos que não vou detesto aglomeração gente encostando mim,Neutral
Eu pensei  q era o Robson  akakakkaka,pensei era robson akakakkaka,Neutral
Bom dia,bom dia,Neutral
"A blusa dele, igualzinha a do Vinícius do bbb25",blusa dele igualzinha vinícius bbb25,Neutral
@milena_.ofw concordo,milena ofw concordo,Neutral
@andersonlima009x carnaval não dá XP,andersonlima009x carnaval não,Neutral
Melhor não ir kkkkk,melhor não kkkkk,Neutral
😂😂😂😂,nan,Neutral
@michell_diaas do seu Edy,michell diaas seu edy,Neutral
O melhor mesmo é acabar com essa palhaçada de carnaval,melhor mesmo acabar com essa palhaçada carnaval,Neutral
Deus q e bom nd ne,deus bom,Neutral
Eu não vou..... Ficar em casa,não vou ficar casa,Neutral
@cibele.sousa.58910 vi bem isso tbm kkkkk,cibelesousa58910 bem isso tbm kkkkk,Neutral
"@ycaroromao é isso não é de agora! Passei por isso ano passado! Quem me ajudou foi a @unicainstancia , vê se podem te auxiliar também",ycaroromao isso não agora passei por isso ano passado quem ajudou foi unicainstancia podem auxiliar também,Neutral
"Nada se cria, tudo se copia. Mesma propaganda do Fiat stilo.",nada cria tudo copia mesma propaganda fiat stilo,Neutral
@nubank tem como me mandar um óculos roxinho desse?,nubank tem como mandar óculos roxinho desse,Neutral
que que esses cara tem na cabeça fazendo carinha de anjo encorajar o cara para ir para carnaval e o outro desencorajando nada a ver muita maluquice vai procurar aí para a igreja vai 😒😒,que que esses cara tem cabeça fazendo carinha anjo encorajar cara para para carnaval outro desencorajando nada ver muita maluquice vai procurar para igreja vai,Neutral
Porque não falou nada doença tbm kkkkk???,porque não falou nada doença tbm kkkkk,Neutral
"O demônio vai fazer hora extra neste carnaval , Deus tenha misericórdia !!🙏🏼",demônio vai fazer hora extra neste carnaval deus tenha misericórdia,Neutral
Kkkk,kkkk,Neutral
Tem período de carência (salvo engano de 30 dias) leiam as letrinhas galera 🫰🏻,tem período carência salvo engano dias leiam letrinhas galera,Neutral
"Fica em casa,é  bem mais  seguro.",fica casaé bem mais seguro,Neutral
Eu não gosto de carnaval odeio carnaval nunca esquecerei do dia que zombaram de Cristo,não gosto carnaval odeio carnaval nunca esquecerei dia que zombaram cristo,Neutral
"Já não pulo carnaval, agora com esse novo vírus e a imprensa calada aí que não saio mesmo",não pulo carnaval agora com esse novo vírus imprensa calada que não saio mesmo,Neutral
O diabinho é roxo dessa vez 🤣🤣🤣,diabinho roxo dessa vez,Neutral
😂😂😂😂,nan,Neutral
"N se chama good vibes, é simplesmente um sagitariano",chama good vibes simplesmente sagitariano,Positive
Kkkk sempre incentivando a gastar,kkkk sempre incentivando gastar,Neutral
"@larianne.santos não, é impressionante, acho que seria uma ótima ideia eles assumirem a responsabilidade e resolver de maneira simples e em consequência fidelizar o cliente, mas não, eles preferem perder o cliente 🙄",lariannesantos não impressionante acho que seria uma ótima ideia eles assumirem responsabilidade resolver maneira simples consequência fidelizar cliente mas não eles preferem perder cliente,Neutral
#pessimos💜,pessimos,Neutral
"Péssimo atendimento, não estornaram meu dinheiro e fecham a conversa sem resolver meu problema",péssimo atendimento não estornaram meu dinheiro fecham conversa sem resolver meu problema,Neutral
💜💜,nan,Neutral
@marina.colombo o mesmo tá acontecendo comigo mandei e-mail e não resolve,marinacolombo mesmo acontecendo comigo mandei email não resolve,Neutral
Esse app está muito instável. Melhorem.,esse app está muito instável melhorem,Neutral
"@mylenyc a sua voltou? A de um conhecido foi bloqueada sem aviso, será q volta?",mylenyc sua voltou conhecido foi bloqueada sem aviso será volta,Neutral
"@guilhermebrbs_ voltou? A de um conhecido foi bloqueada sem aviso prévio com dinheiro lá, será q volta?",guilhermebrbs  voltou conhecido foi bloqueada sem aviso prévio com dinheiro lá será volta,Neutral
@yarah_goncalvess pode me passar o contato por favor?,yarah goncalvess pode passar contato por favor,Neutral
"Bom dia, estou precisando de suporte, Estou mandando no reclame Aqui e email e não estou tendo retorno",bom dia estou precisando suporte estou mandando reclame aqui email não estou tendo retorno,Neutral
@guilhermebrbs_ resolveu mano ! Responde a galera ai,guilhermebrbs  resolveu mano responde galera,Neutral
"@wisouzas consegui resolver o meu, devolveram !",wisouzas consegui resolver meu devolveram,Neutral
